value,error
4.907122230998347590e+01,0.000000000000000000e+00
4.965992694883946967e+01,0.000000000000000000e+00
4.823803494013809257e+01,0.000000000000000000e+00
5.267414690972853464e+01,0.000000000000000000e+00
4.834045495624759070e+01,0.000000000000000000e+00
5.025957986148852541e+01,0.000000000000000000e+00
4.765559874474777757e+01,0.000000000000000000e+00
5.254890730238907537e+01,0.000000000000000000e+00
4.894432370608836180e+01,0.000000000000000000e+00
4.926865548243593196e+01,0.000000000000000000e+00
5.454726521232612413e+01,0.000000000000000000e+00
4.626780809123534510e+01,0.000000000000000000e+00
4.829108289582207192e+01,0.000000000000000000e+00
5.180510002118104751e+01,0.000000000000000000e+00
5.015148948549617103e+01,0.000000000000000000e+00
5.367656488159352790e+01,0.000000000000000000e+00
5.226637322643001937e+01,0.000000000000000000e+00
5.148261334357191288e+01,0.000000000000000000e+00
5.372452948797287320e+01,0.000000000000000000e+00
5.077928589017559347e+01,0.000000000000000000e+00
4.996932915180070722e+01,0.000000000000000000e+00
5.338427641237405652e+01,0.000000000000000000e+00
5.358601367735970911e+01,0.000000000000000000e+00
5.397588939693234522e+01,0.000000000000000000e+00
5.033142441840976034e+01,0.000000000000000000e+00
5.220034298490069347e+01,0.000000000000000000e+00
5.419083156442485461e+01,0.000000000000000000e+00
5.263332177443265891e+01,0.000000000000000000e+00
5.081421731718386070e+01,0.000000000000000000e+00
5.300589805168557689e+01,0.000000000000000000e+00
4.923095365629036735e+01,0.000000000000000000e+00
5.277205448445965885e+01,0.000000000000000000e+00
5.370571161850959641e+01,0.000000000000000000e+00
5.485209971727629608e+01,0.000000000000000000e+00
5.353468023537043052e+01,0.000000000000000000e+00
5.212982656220965083e+01,0.000000000000000000e+00
5.544333552585759861e+01,0.000000000000000000e+00
5.391949750198902080e+01,0.000000000000000000e+00
5.528276007280100401e+01,0.000000000000000000e+00
5.331722523248450329e+01,0.000000000000000000e+00
4.968960862485066343e+01,0.000000000000000000e+00
5.627482850541265691e+01,0.000000000000000000e+00
5.316949536880734684e+01,0.000000000000000000e+00
5.067102260690640492e+01,0.000000000000000000e+00
5.286227247632436388e+01,0.000000000000000000e+00
5.540579585953309305e+01,0.000000000000000000e+00
5.142229768641036003e+01,0.000000000000000000e+00
5.017620795493824204e+01,0.000000000000000000e+00
5.460137440174096213e+01,0.000000000000000000e+00
5.395072513261415281e+01,0.000000000000000000e+00
5.207175078324801376e+01,0.000000000000000000e+00
5.074477902484461822e+01,0.000000000000000000e+00
5.848118957505011650e+01,0.000000000000000000e+00
5.447605094184992680e+01,0.000000000000000000e+00
5.186211988376309279e+01,0.000000000000000000e+00
5.215567694661966414e+01,0.000000000000000000e+00
5.642176335111895469e+01,0.000000000000000000e+00
5.472279652978494369e+01,0.000000000000000000e+00
5.503264043921295467e+01,0.000000000000000000e+00
5.522574814073262672e+01,0.000000000000000000e+00
