value,error
2.034530276655392100e+01,0.000000000000000000e+00
2.016114200764934594e+01,0.000000000000000000e+00
1.867884721938333570e+01,0.000000000000000000e+00
2.265388780427436188e+01,0.000000000000000000e+00
1.953723854952698247e+01,0.000000000000000000e+00
1.771452528527109394e+01,0.000000000000000000e+00
1.918388289195253904e+01,0.000000000000000000e+00
1.819227536197321271e+01,0.000000000000000000e+00
2.220813514273223177e+01,0.000000000000000000e+00
2.191510764388390697e+01,0.000000000000000000e+00
2.170972494859863744e+01,0.000000000000000000e+00
1.954531540600543238e+01,0.000000000000000000e+00
1.779816249172633391e+01,0.000000000000000000e+00
1.936175362602250516e+01,0.000000000000000000e+00
2.087954432657397419e+01,0.000000000000000000e+00
1.948752310632150042e+01,0.000000000000000000e+00
2.147766808551092055e+01,0.000000000000000000e+00
1.963240460169771495e+01,0.000000000000000000e+00
2.239241641707342367e+01,0.000000000000000000e+00
1.859059581694301500e+01,0.000000000000000000e+00
2.290230090779298777e+01,0.000000000000000000e+00
2.042466578685743883e+01,0.000000000000000000e+00
2.172785714185245709e+01,0.000000000000000000e+00
2.098153549384105077e+01,0.000000000000000000e+00
2.099088670023755299e+01,0.000000000000000000e+00
1.888460753987706298e+01,0.000000000000000000e+00
2.064470547084127716e+01,0.000000000000000000e+00
2.168006954634175898e+01,0.000000000000000000e+00
1.900112611926255823e+01,0.000000000000000000e+00
1.730911500040432571e+01,0.000000000000000000e+00
1.964131936484368879e+01,0.000000000000000000e+00
1.959633018851685549e+01,0.000000000000000000e+00
2.258295323103766705e+01,0.000000000000000000e+00
1.921732609224769561e+01,0.000000000000000000e+00
1.946172455627900888e+01,0.000000000000000000e+00
1.803771501961034573e+01,0.000000000000000000e+00
1.945549674419538988e+01,0.000000000000000000e+00
1.994431140597155760e+01,0.000000000000000000e+00
1.691401287800016817e+01,0.000000000000000000e+00
1.989287074029283531e+01,0.000000000000000000e+00
2.189492363591379132e+01,0.000000000000000000e+00
2.076411614181451526e+01,0.000000000000000000e+00
1.756644920069636129e+01,0.000000000000000000e+00
1.859081841338496588e+01,0.000000000000000000e+00
2.195261990542388730e+01,0.000000000000000000e+00
2.023895270462807261e+01,0.000000000000000000e+00
2.096594024800779366e+01,0.000000000000000000e+00
2.072377686629017290e+01,0.000000000000000000e+00
1.973157515857109345e+01,0.000000000000000000e+00
1.857568360677522890e+01,0.000000000000000000e+00
2.329193905120388663e+01,0.000000000000000000e+00
1.864251147340666392e+01,0.000000000000000000e+00
1.871212301893782737e+01,0.000000000000000000e+00
1.889386623004373433e+01,0.000000000000000000e+00
1.968226718324214275e+01,0.000000000000000000e+00
1.846835747382059623e+01,0.000000000000000000e+00
2.446724429655440147e+01,0.000000000000000000e+00
2.095868496950894766e+01,0.000000000000000000e+00
2.108011572815806289e+01,0.000000000000000000e+00
2.126504491061749746e+01,0.000000000000000000e+00
1.996040076069593994e+01,0.000000000000000000e+00
2.061190139702750557e+01,0.000000000000000000e+00
1.922625454742109596e+01,0.000000000000000000e+00
2.322099017756815797e+01,0.000000000000000000e+00
2.528118283111317055e+01,0.000000000000000000e+00
2.054933556495356939e+01,0.000000000000000000e+00
1.845144287369246072e+01,0.000000000000000000e+00
1.975207473005057679e+01,0.000000000000000000e+00
2.161386168867187507e+01,0.000000000000000000e+00
2.086452017901854106e+01,0.000000000000000000e+00
2.069995177048899393e+01,0.000000000000000000e+00
2.408421753541991706e+01,0.000000000000000000e+00
2.173704828410378909e+01,0.000000000000000000e+00
1.846532699944568989e+01,0.000000000000000000e+00
1.811907677725319843e+01,0.000000000000000000e+00
1.915383279363630820e+01,0.000000000000000000e+00
2.377205496619474800e+01,0.000000000000000000e+00
2.048040898221689332e+01,0.000000000000000000e+00
2.078639559281648985e+01,0.000000000000000000e+00
1.952189888588822342e+01,0.000000000000000000e+00
1.969460636418446242e+01,0.000000000000000000e+00
1.947017774304869775e+01,0.000000000000000000e+00
1.978939550638704858e+01,0.000000000000000000e+00
1.707740029175824148e+01,0.000000000000000000e+00
1.991673888251166247e+01,0.000000000000000000e+00
2.153458075429708529e+01,0.000000000000000000e+00
2.077236235772329564e+01,0.000000000000000000e+00
2.024583283856948412e+01,0.000000000000000000e+00
1.822880488710249480e+01,0.000000000000000000e+00
1.644049836642295759e+01,0.000000000000000000e+00
2.100811910868834076e+01,0.000000000000000000e+00
2.006443057266184837e+01,0.000000000000000000e+00
2.298079883734387963e+01,0.000000000000000000e+00
2.051623479384853965e+01,0.000000000000000000e+00
1.876034693669491560e+01,0.000000000000000000e+00
1.853928415529204798e+01,0.000000000000000000e+00
1.906217661710932632e+01,0.000000000000000000e+00
1.935642784241507997e+01,0.000000000000000000e+00
2.150323188173039668e+01,0.000000000000000000e+00
1.829069369774046194e+01,0.000000000000000000e+00
1.953718087858809938e+01,0.000000000000000000e+00
2.305353430388826297e+01,0.000000000000000000e+00
2.029823715544951312e+01,0.000000000000000000e+00
2.135741652009550506e+01,0.000000000000000000e+00
2.206291408520638697e+01,0.000000000000000000e+00
1.942093710223358727e+01,0.000000000000000000e+00
1.946507061521754167e+01,0.000000000000000000e+00
2.101269495166141965e+01,0.000000000000000000e+00
6.629001725878489992e+01,0.000000000000000000e+00
6.892401383050631125e+01,0.000000000000000000e+00
6.789170578934506750e+01,0.000000000000000000e+00
6.882558541393687790e+01,0.000000000000000000e+00
6.692191506852485361e+01,0.000000000000000000e+00
6.727101530282023134e+01,0.000000000000000000e+00
6.880957561735122852e+01,0.000000000000000000e+00
6.604554295547848142e+01,0.000000000000000000e+00
6.728806222572281115e+01,0.000000000000000000e+00
6.718704973679545844e+01,0.000000000000000000e+00
6.609405847983282456e+01,0.000000000000000000e+00
6.676665573264510556e+01,0.000000000000000000e+00
7.641809349052667244e+01,0.000000000000000000e+00
7.964647668192898777e+01,0.000000000000000000e+00
7.981835291646747521e+01,0.000000000000000000e+00
7.689940873561268120e+01,0.000000000000000000e+00
7.911910905451965448e+01,0.000000000000000000e+00
7.743234203187867593e+01,0.000000000000000000e+00
7.445060012965024043e+01,0.000000000000000000e+00
7.825509053135664317e+01,0.000000000000000000e+00
7.403956662629614982e+01,0.000000000000000000e+00
7.647935098255059927e+01,0.000000000000000000e+00
7.881120843121459529e+01,0.000000000000000000e+00
7.782560273961543373e+01,0.000000000000000000e+00
8.051062236074947975e+01,0.000000000000000000e+00
7.475840978539822856e+01,0.000000000000000000e+00
8.204024276043163866e+01,0.000000000000000000e+00
8.027200782940633417e+01,0.000000000000000000e+00
7.975185121994563531e+01,0.000000000000000000e+00
7.953887103682194493e+01,0.000000000000000000e+00
8.321261784644883619e+01,0.000000000000000000e+00
7.922237219923418650e+01,0.000000000000000000e+00
8.319672773077355998e+01,0.000000000000000000e+00
8.202270650829623833e+01,0.000000000000000000e+00
7.922099901892696039e+01,0.000000000000000000e+00
8.148388828903753733e+01,0.000000000000000000e+00
8.251568970826163252e+01,0.000000000000000000e+00
7.923104509015125529e+01,0.000000000000000000e+00
7.977639107532984042e+01,0.000000000000000000e+00
7.635408755083022925e+01,0.000000000000000000e+00
8.040064075153637191e+01,0.000000000000000000e+00
7.935296650428357168e+01,0.000000000000000000e+00
8.436388158259990178e+01,0.000000000000000000e+00
7.714310919553037138e+01,0.000000000000000000e+00
7.769443750267942050e+01,0.000000000000000000e+00
8.208254728551827384e+01,0.000000000000000000e+00
7.806595276682824647e+01,0.000000000000000000e+00
8.121212159264334218e+01,0.000000000000000000e+00
7.958015905626008646e+01,0.000000000000000000e+00
7.985067341287587794e+01,0.000000000000000000e+00
8.183870394083463395e+01,0.000000000000000000e+00
8.150484476875010387e+01,0.000000000000000000e+00
7.993069807486654099e+01,0.000000000000000000e+00
8.183568532256111894e+01,0.000000000000000000e+00
7.784376111725786984e+01,0.000000000000000000e+00
7.504453576308888785e+01,0.000000000000000000e+00
7.908506742438407855e+01,0.000000000000000000e+00
8.043977011802252264e+01,0.000000000000000000e+00
8.329066521439195014e+01,0.000000000000000000e+00
8.380287846434043786e+01,0.000000000000000000e+00
7.791614999497890892e+01,0.000000000000000000e+00
8.186132005242629361e+01,0.000000000000000000e+00
8.207508137721288222e+01,0.000000000000000000e+00
7.746145197539512139e+01,0.000000000000000000e+00
8.267887360926590645e+01,0.000000000000000000e+00
7.958604368784207850e+01,0.000000000000000000e+00
7.816514377104680023e+01,0.000000000000000000e+00
8.398368964146702353e+01,0.000000000000000000e+00
8.001184653226317778e+01,0.000000000000000000e+00
8.320543615553445704e+01,0.000000000000000000e+00
7.829645182577338858e+01,0.000000000000000000e+00
7.899215490374565718e+01,0.000000000000000000e+00
7.991303978922962870e+01,0.000000000000000000e+00
7.937473451834654270e+01,0.000000000000000000e+00
8.183535328178648172e+01,0.000000000000000000e+00
7.826839941368876907e+01,0.000000000000000000e+00
7.916326184553685152e+01,0.000000000000000000e+00
7.868324111975634594e+01,0.000000000000000000e+00
7.939935619559727797e+01,0.000000000000000000e+00
8.021134963687475761e+01,0.000000000000000000e+00
7.603915188366033817e+01,0.000000000000000000e+00
8.019894309901241058e+01,0.000000000000000000e+00
7.919670212269427623e+01,0.000000000000000000e+00
7.737420128916161843e+01,0.000000000000000000e+00
7.935632370563047289e+01,0.000000000000000000e+00
8.105769198932721054e+01,0.000000000000000000e+00
8.017684294962094782e+01,0.000000000000000000e+00
8.093389264165848829e+01,0.000000000000000000e+00
8.153226430323611851e+01,0.000000000000000000e+00
7.735449862783494268e+01,0.000000000000000000e+00
8.060448625798643718e+01,0.000000000000000000e+00
7.985357204462918901e+01,0.000000000000000000e+00
8.028635494488287350e+01,0.000000000000000000e+00
7.813244646546202432e+01,0.000000000000000000e+00
8.229088513954876305e+01,0.000000000000000000e+00
8.179665110942868012e+01,0.000000000000000000e+00
7.850001379061518492e+01,0.000000000000000000e+00
8.498057002174861907e+01,0.000000000000000000e+00
7.899807575205389298e+01,0.000000000000000000e+00
7.651221990173300469e+01,0.000000000000000000e+00
8.009111373880143958e+01,0.000000000000000000e+00
7.954001662493155322e+01,0.000000000000000000e+00
7.953238727776350458e+01,0.000000000000000000e+00
8.204946592518254533e+01,0.000000000000000000e+00
7.934218234178041484e+01,0.000000000000000000e+00
8.051684242430901861e+01,0.000000000000000000e+00
7.997680729439463221e+01,0.000000000000000000e+00
7.604956474672033551e+01,0.000000000000000000e+00
3.853579001657413983e+01,0.000000000000000000e+00
3.072115863608483721e+01,0.000000000000000000e+00
3.297352874108293719e+01,0.000000000000000000e+00
3.183332578009131097e+01,0.000000000000000000e+00
3.260010856696976589e+01,0.000000000000000000e+00
3.377403877191037651e+01,0.000000000000000000e+00
2.965298760108791498e+01,0.000000000000000000e+00
3.422126779325751755e+01,0.000000000000000000e+00
2.956502602038112570e+01,0.000000000000000000e+00
3.114418414046727790e+01,0.000000000000000000e+00
3.329796141890225414e+01,0.000000000000000000e+00
3.466895434005564880e+01,0.000000000000000000e+00
2.499447557028739553e+01,0.000000000000000000e+00
2.501653792376979979e+01,0.000000000000000000e+00
2.175095505368237880e+01,0.000000000000000000e+00
2.358090273202715181e+01,0.000000000000000000e+00
2.227685430821555457e+01,0.000000000000000000e+00
2.411717302315145162e+01,0.000000000000000000e+00
2.387657250284716426e+01,0.000000000000000000e+00
2.070664662872492556e+01,0.000000000000000000e+00
2.082173928246670869e+01,0.000000000000000000e+00
2.039720568247997079e+01,0.000000000000000000e+00
2.239123222864860807e+01,0.000000000000000000e+00
2.281854708072185289e+01,0.000000000000000000e+00
2.223553532526609189e+01,0.000000000000000000e+00
1.946431906473222639e+01,0.000000000000000000e+00
1.742668467206042848e+01,0.000000000000000000e+00
2.064978772746241731e+01,0.000000000000000000e+00
1.937022854582492215e+01,0.000000000000000000e+00
2.128470070501004940e+01,0.000000000000000000e+00
1.751066718835278380e+01,0.000000000000000000e+00
1.931355652754946206e+01,0.000000000000000000e+00
2.043561187998357198e+01,0.000000000000000000e+00
2.250347219949384581e+01,0.000000000000000000e+00
2.050961641294925641e+01,0.000000000000000000e+00
2.356888887261294485e+01,0.000000000000000000e+00
2.230398816993226774e+01,0.000000000000000000e+00
2.182152383642955940e+01,0.000000000000000000e+00
2.068212273347318586e+01,0.000000000000000000e+00
1.876375992127503167e+01,0.000000000000000000e+00
2.098897973890228030e+01,0.000000000000000000e+00
2.138399221335363265e+01,0.000000000000000000e+00
1.574142203390394101e+01,0.000000000000000000e+00
2.018898537669915783e+01,0.000000000000000000e+00
1.967849889354705795e+01,0.000000000000000000e+00
1.901762971263629254e+01,0.000000000000000000e+00
2.327959787632916999e+01,0.000000000000000000e+00
2.219003436692087661e+01,0.000000000000000000e+00
1.650496005737306859e+01,0.000000000000000000e+00
1.690791991224933000e+01,0.000000000000000000e+00
1.895368532273024442e+01,0.000000000000000000e+00
1.853634521662823076e+01,0.000000000000000000e+00
1.851058998322997695e+01,0.000000000000000000e+00
2.386091622376592625e+01,0.000000000000000000e+00
2.173650112522259192e+01,0.000000000000000000e+00
1.800951381279740104e+01,0.000000000000000000e+00
1.900760091049685840e+01,0.000000000000000000e+00
2.033117689803883721e+01,0.000000000000000000e+00
2.026444516445165789e+01,0.000000000000000000e+00
1.963302399961128586e+01,0.000000000000000000e+00
1.877853262179189997e+01,0.000000000000000000e+00
1.942933450766108905e+01,0.000000000000000000e+00
2.081493478568575384e+01,0.000000000000000000e+00
2.342139023217865912e+01,0.000000000000000000e+00
2.105839201644543124e+01,0.000000000000000000e+00
1.932800930749564117e+01,0.000000000000000000e+00
2.241960786372158765e+01,0.000000000000000000e+00
2.147571889982559057e+01,0.000000000000000000e+00
1.810040067681246612e+01,0.000000000000000000e+00
2.202652404166378730e+01,0.000000000000000000e+00
1.623388165940405514e+01,0.000000000000000000e+00
1.816284940862787067e+01,0.000000000000000000e+00
2.034441907387118320e+01,0.000000000000000000e+00
1.867854645603564023e+01,0.000000000000000000e+00
1.696582385473694643e+01,0.000000000000000000e+00
1.802656449576659625e+01,0.000000000000000000e+00
2.044383817754121679e+01,0.000000000000000000e+00
1.710723398240232029e+01,0.000000000000000000e+00
2.108327250897289673e+01,0.000000000000000000e+00
1.733186675032629864e+01,0.000000000000000000e+00
1.743900671198136365e+01,0.000000000000000000e+00
2.027901987877528356e+01,0.000000000000000000e+00
2.254529790304471959e+01,0.000000000000000000e+00
2.022216075425043513e+01,0.000000000000000000e+00
2.009739274727867198e+01,0.000000000000000000e+00
2.229378509270074815e+01,0.000000000000000000e+00
2.040074017709908816e+01,0.000000000000000000e+00
1.880429258879479804e+01,0.000000000000000000e+00
1.780602283019435816e+01,0.000000000000000000e+00
1.813786128069552106e+01,0.000000000000000000e+00
1.734679529326028202e+01,0.000000000000000000e+00
1.889419811233264568e+01,0.000000000000000000e+00
2.283247711215187437e+01,0.000000000000000000e+00
2.139857491497025777e+01,0.000000000000000000e+00
1.788947539944586040e+01,0.000000000000000000e+00
1.853352022412742528e+01,0.000000000000000000e+00
1.872147445589965997e+01,0.000000000000000000e+00
2.246207807203164464e+01,0.000000000000000000e+00
1.656592648699658099e+01,0.000000000000000000e+00
2.230633518029753048e+01,0.000000000000000000e+00
1.865127204028780739e+01,0.000000000000000000e+00
1.858651321530683020e+01,0.000000000000000000e+00
1.927480269389076994e+01,0.000000000000000000e+00
2.014939942670418915e+01,0.000000000000000000e+00
1.578155217917396413e+01,0.000000000000000000e+00
1.914815077040611158e+01,0.000000000000000000e+00
1.712078194713052781e+01,0.000000000000000000e+00
2.011262798822636455e+01,0.000000000000000000e+00
2.364119324226328089e+01,0.000000000000000000e+00
2.023631226785612469e+01,0.000000000000000000e+00
1.958441445026699057e+01,0.000000000000000000e+00
1.664792630151334762e+01,0.000000000000000000e+00
1.915282789428895782e+01,0.000000000000000000e+00
2.004053495117280903e+01,0.000000000000000000e+00
2.186588214743175129e+01,0.000000000000000000e+00
2.030197173816419820e+01,0.000000000000000000e+00
2.592834894345769570e+01,0.000000000000000000e+00
2.332544857495742363e+01,0.000000000000000000e+00
2.264301833255013818e+01,0.000000000000000000e+00
2.093013138428307585e+01,0.000000000000000000e+00
2.344527691210662823e+01,0.000000000000000000e+00
1.595336464830699441e+01,0.000000000000000000e+00
2.259320903024416083e+01,0.000000000000000000e+00
2.573750854817734179e+01,0.000000000000000000e+00
1.738566349804760591e+01,0.000000000000000000e+00
2.580169730664681538e+01,0.000000000000000000e+00
2.522409544218405131e+01,0.000000000000000000e+00
2.131744363801033870e+01,0.000000000000000000e+00
2.277993152134773425e+01,0.000000000000000000e+00
1.506515338215861988e+01,0.000000000000000000e+00
2.287348997159585906e+01,0.000000000000000000e+00
1.747029001578273721e+01,0.000000000000000000e+00
2.040827975769359526e+01,0.000000000000000000e+00
2.118124808008233018e+01,0.000000000000000000e+00
2.287110667210382786e+01,0.000000000000000000e+00
1.831275564177705562e+01,0.000000000000000000e+00
1.998702938107323845e+01,0.000000000000000000e+00
2.043075221776192407e+01,0.000000000000000000e+00
2.188245801415627412e+01,0.000000000000000000e+00
1.899929436566700858e+01,0.000000000000000000e+00
1.950621597636618176e+01,0.000000000000000000e+00
1.890574995152656257e+01,0.000000000000000000e+00
2.001847135834099944e+01,0.000000000000000000e+00
2.343197861450393304e+01,0.000000000000000000e+00
1.940572746812931726e+01,0.000000000000000000e+00
2.126647448351381797e+01,0.000000000000000000e+00
1.809031683684117553e+01,0.000000000000000000e+00
2.142634468553398364e+01,0.000000000000000000e+00
2.183577106188972294e+01,0.000000000000000000e+00
2.004428090190101130e+01,0.000000000000000000e+00
2.127946978999583649e+01,0.000000000000000000e+00
1.860879057188787300e+01,0.000000000000000000e+00
1.859707967299079812e+01,0.000000000000000000e+00
2.299673266365310553e+01,0.000000000000000000e+00
2.005260859840148413e+01,0.000000000000000000e+00
1.786333733953216196e+01,0.000000000000000000e+00
2.427052378855077563e+01,0.000000000000000000e+00
2.259166761018562042e+01,0.000000000000000000e+00
1.905185594838738439e+01,0.000000000000000000e+00
1.901035734372282349e+01,0.000000000000000000e+00
1.992639317600400872e+01,0.000000000000000000e+00
1.597536317430267339e+01,0.000000000000000000e+00
1.778471515850904794e+01,0.000000000000000000e+00
2.124982447353639259e+01,0.000000000000000000e+00
2.363204625448690521e+01,0.000000000000000000e+00
1.996847553018420030e+01,0.000000000000000000e+00
2.194632888766682299e+01,0.000000000000000000e+00
1.761907813055325533e+01,0.000000000000000000e+00
1.672951025092335087e+01,0.000000000000000000e+00
1.731670000700964707e+01,0.000000000000000000e+00
2.015804980667794766e+01,0.000000000000000000e+00
2.396615727536061513e+01,0.000000000000000000e+00
2.099542161570224152e+01,0.000000000000000000e+00
1.973974698021843110e+01,0.000000000000000000e+00
1.976020033181709579e+01,0.000000000000000000e+00
1.940042098675773730e+01,0.000000000000000000e+00
2.221683719897770715e+01,0.000000000000000000e+00
2.069278935732453917e+01,0.000000000000000000e+00
1.997743290038291519e+01,0.000000000000000000e+00
1.879355963667767071e+01,0.000000000000000000e+00
6.580055269940764617e+01,0.000000000000000000e+00
6.790057120885198572e+01,0.000000000000000000e+00
7.594125143778833831e+01,0.000000000000000000e+00
6.541930700181049474e+01,0.000000000000000000e+00
6.858021794255240877e+01,0.000000000000000000e+00
6.867891231341471325e+01,0.000000000000000000e+00
6.911128732608813152e+01,0.000000000000000000e+00
6.907801392243422356e+01,0.000000000000000000e+00
6.813769852140664796e+01,0.000000000000000000e+00
6.689256628801861382e+01,0.000000000000000000e+00
6.895402151322917916e+01,0.000000000000000000e+00
6.665690693947911427e+01,0.000000000000000000e+00
7.912483710725777541e+01,0.000000000000000000e+00
7.932822090310506269e+01,0.000000000000000000e+00
7.720279795761683772e+01,0.000000000000000000e+00
7.760011931932164941e+01,0.000000000000000000e+00
7.593559332074779888e+01,0.000000000000000000e+00
8.030551026510252655e+01,0.000000000000000000e+00
8.202777445190133676e+01,0.000000000000000000e+00
7.885286276554650442e+01,0.000000000000000000e+00
7.877698202162204666e+01,0.000000000000000000e+00
7.902033515949952402e+01,0.000000000000000000e+00
7.407102737125651970e+01,0.000000000000000000e+00
7.834997517883310536e+01,0.000000000000000000e+00
7.874100900583763973e+01,0.000000000000000000e+00
7.926394434656140220e+01,0.000000000000000000e+00
7.936531633608910852e+01,0.000000000000000000e+00
8.047936811064150220e+01,0.000000000000000000e+00
8.062547698335669111e+01,0.000000000000000000e+00
7.825748830352276286e+01,0.000000000000000000e+00
8.020745437500484343e+01,0.000000000000000000e+00
8.175636398576794761e+01,0.000000000000000000e+00
7.985314713160391875e+01,0.000000000000000000e+00
7.633562037613846485e+01,0.000000000000000000e+00
7.940101453561679534e+01,0.000000000000000000e+00
8.019170594167525223e+01,0.000000000000000000e+00
7.973611457986974926e+01,0.000000000000000000e+00
8.346435876194361470e+01,0.000000000000000000e+00
8.068995141284275974e+01,0.000000000000000000e+00
7.969051598232833555e+01,0.000000000000000000e+00
7.950729126738592356e+01,0.000000000000000000e+00
8.080971077355815169e+01,0.000000000000000000e+00
7.738953048125668488e+01,0.000000000000000000e+00
7.498497272833715499e+01,0.000000000000000000e+00
8.061472297352358396e+01,0.000000000000000000e+00
7.966258495362657754e+01,0.000000000000000000e+00
8.001123321249761489e+01,0.000000000000000000e+00
7.851519319549251463e+01,0.000000000000000000e+00
7.996184959051873875e+01,0.000000000000000000e+00
7.770697992203552928e+01,0.000000000000000000e+00
7.935003038547583287e+01,0.000000000000000000e+00
7.964135224352710907e+01,0.000000000000000000e+00
7.924900726615211966e+01,0.000000000000000000e+00
8.078444743686006291e+01,0.000000000000000000e+00
7.725762648189784443e+01,0.000000000000000000e+00
8.013121288405592679e+01,0.000000000000000000e+00
7.824524897952318270e+01,0.000000000000000000e+00
8.041175141844183827e+01,0.000000000000000000e+00
7.937307901782548925e+01,0.000000000000000000e+00
8.294543136244858772e+01,0.000000000000000000e+00
7.840100542377258819e+01,0.000000000000000000e+00
